No.,1文字目,2文字目,出現数
1456,さ,6,0
1457,さ,7,0
1458,さ,8,2
1459,さ,9,1
1460,さ,0,0
1461,さ,＝,0
1462,さ,＜,0
1463,さ,＞,0
1464,さ,＋,0
1465,さ,?,0
1466,さ,＊,0
1467,さ,×,0
1468,さ,／,0
1469,さ,÷,0
1470,さ,＃,0
1471,さ,＄,0
1472,さ,￥,0
1473,さ,％,0
1474,さ,＆,0
1475,し,あ,115
1476,し,い,438
1477,し,う,19
1478,し,え,73
1479,し,お,48
1480,し,か,448
1481,し,き,195
1482,し,く,226
1483,し,け,18
1484,し,こ,62
1485,し,さ,56
1486,し,し,76
1487,し,す,37
1488,し,せ,27
1489,し,そ,53
1490,し,た,2435
1491,し,ち,64
1492,し,つ,186
1493,し,て,1854
1494,し,と,103
1495,し,な,233
1496,し,に,214
1497,し,ぬ,12
1498,し,ね,9
1499,し,の,352
1500,し,は,390
1501,し,ひ,30
1502,し,ふ,16
1503,し,へ,6
1504,し,ほ,50
1505,し,ま,653
1506,し,み,50
1507,し,む,22
1508,し,め,90
1509,し,も,113
1510,し,や,50
1511,し,ゆ,9
1512,し,よ,165
1513,し,ら,133
1514,し,り,89
1515,し,る,33
1516,し,れ,96
1517,し,ろ,140
1518,し,わ,22
1519,し,ゐ,0
1520,し,ゑ,0
1521,し,を,229
1522,し,ん,714
1523,し,ヴ,0
1524,し,が,205
1525,し,ぎ,27
1526,し,ぐ,6
1527,し,げ,60
1528,し,ご,42
1529,し,ざ,4
1530,し,じ,55
1531,し,ず,49
1532,し,ぜ,33
1533,し,ぞ,1
1534,し,だ,74
1535,し,ぢ,0
1536,し,づ,4
1537,し,で,114
1538,し,ど,22
1539,し,ば,70
1540,し,び,1
1541,し,ぶ,25
1542,し,べ,3
1543,し,ぼ,11
1544,し,ぱ,0
1545,し,ぴ,0
1546,し,ぷ,0
1547,し,ぺ,0
1548,し,ぽ,0
1549,し,ぁ,0
1550,し,ぃ,1
1551,し,ぅ,0
1552,し,ぇ,3
1553,し,ぉ,0
1554,し,っ,154
1555,し,ゃ,731
1556,し,ゅ,893
1557,し,ょ,1609
1558,し,ゎ,0
1559,し,ヵ,0
1560,し,ヶ,0
1561,し,ー,62
1562,し,～,0
1563,し,…,2
1564,し,・,8
1565,し,、,448
1566,し,。,39
1567,し,，,0
1568,し,．,0
1569,し,；,0
1570,し,：,0
1571,し,！,3
1572,し,？,0
1573,し,「,10
1574,し,」,18
1575,し,（,12
1576,し,）,16
1577,し,［,0
1578,し,］,0
1579,し,｛,0
1580,し,｝,0
1581,し,‘,0
1582,し,’,0
1583,し,“,0
1584,し,”,3
1585,し,1,12
1586,し,2,2
1587,し,3,5
1588,し,4,6
1589,し,5,1
1590,し,6,8
1591,し,7,1
1592,し,8,5
1593,し,9,4
1594,し,0,0
1595,し,＝,0
1596,し,＜,0
1597,し,＞,0
1598,し,＋,0
1599,し,?,0
1600,し,＊,0
1601,し,×,0
1602,し,／,0
1603,し,÷,0
1604,し,＃,0
1605,し,＄,0
1606,し,￥,0
1607,し,％,0
1608,し,＆,1
1609,す,あ,5
1610,す,い,187
1611,す,う,95
1612,す,え,13
1613,す,お,9
1614,す,か,149
1615,す,き,106
1616,す,く,106
1617,す,け,64
1618,す,こ,173
1619,す,さ,8
1620,す,し,47
1621,す,す,50
1622,す,せ,7
1623,す,そ,5
1624,す,た,106
1625,す,ち,3
1626,す,つ,2
1627,す,て,65
1628,す,と,164
1629,す,な,76
1630,す,に,60
1631,す,ぬ,0
1632,す,ね,43
1633,す,の,105
1634,す,は,53
1635,す,ひ,3
1636,す,ふ,3
1637,す,へ,7
1638,す,ほ,6
1639,す,ま,54
1640,す,み,73
1641,す,む,33
1642,す,め,85
1643,す,も,26
1644,す,や,8
1645,す,ゆ,1
1646,す,よ,70
1647,す,ら,31
1648,す,り,34
1649,す,る,933
1650,す,れ,82
1651,す,ろ,15
1652,す,わ,33
1653,す,ゐ,0
1654,す,ゑ,1
1655,す,を,63
1656,す,ん,58
1657,す,ヴ,0
1658,す,が,296
1659,す,ぎ,80
1660,す,ぐ,92
1661,す,げ,0
1662,す,ご,85
1663,す,ざ,1
1664,す,じ,28
1665,す,ず,19
1666,す,ぜ,0
1667,す,ぞ,2
1668,す,だ,12
1669,す,ぢ,0
1670,す,づ,1
1671,す,で,64
1672,す,ど,3
1673,す,ば,30
1674,す,び,9
1675,す,ぶ,5
1676,す,べ,89
1677,す,ぼ,3
1678,す,ぱ,12
1679,す,ぴ,18
1680,す,ぷ,7
1681,す,ぺ,8
1682,す,ぽ,14
1683,す,ぁ,0
1684,す,ぃ,1
1685,す,ぅ,0
1686,す,ぇ,0
1687,す,ぉ,0
1688,す,っ,49
1689,す,ゃ,0
1690,す,ゅ,0
1691,す,ょ,0
1692,す,ゎ,0
1693,す,ヵ,0
1694,す,ヶ,0
1695,す,ー,15
1696,す,～,0
1697,す,…,0
1698,す,・,2
1699,す,、,34
1700,す,。,1612
1701,す,，,0
1702,す,．,2
1703,す,；,0
1704,す,：,0
1705,す,！,5
1706,す,？,4
1707,す,「,2
1708,す,」,57
1709,す,（,36
1710,す,）,9
1711,す,［,0
1712,す,］,0
1713,す,｛,0
1714,す,｝,0
1715,す,‘,0
1716,す,’,0
1717,す,“,0
1718,す,”,1
1719,す,1,5
1720,す,2,2
1721,す,3,0
1722,す,4,0
1723,す,5,0
1724,す,6,0
1725,す,7,0
1726,す,8,0
1727,す,9,0
1728,す,0,0
1729,す,＝,1
1730,す,＜,0
1731,す,＞,0
1732,す,＋,0
1733,す,?,0
1734,す,＊,0
1735,す,×,0
1736,す,／,0
1737,す,÷,0
1738,す,＃,0
1739,す,＄,0
1740,す,￥,0
1741,す,％,0
1742,す,＆,0
1743,せ,あ,2
1744,せ,い,1054
1745,せ,う,3
1746,せ,え,1
1747,せ,お,5
1748,せ,か,35
1749,せ,き,164
1750,せ,く,1
1751,せ,け,12
1752,せ,こ,4
1753,せ,さ,2
1754,せ,し,5
1755,せ,す,6
1756,せ,せ,0
1757,せ,そ,4
1758,せ,た,58
1759,せ,ち,4
1760,せ,つ,245
1761,せ,て,115
1762,せ,と,6
1763,せ,な,48
1764,せ,に,17
1765,せ,ぬ,4
1766,せ,ね,2
1767,せ,の,20
1768,せ,は,8
1769,せ,ひ,1
1770,せ,ふ,3
1771,せ,へ,3
1772,せ,ほ,0
1773,せ,ま,44
1774,せ,み,3
1775,せ,む,3
1776,せ,め,12
1777,せ,も,1
1778,せ,や,2
1779,せ,ゆ,0
1780,せ,よ,17
1781,せ,ら,25
1782,せ,り,16
1783,せ,る,90
1784,せ,れ,6
1785,せ,ろ,41
1786,せ,わ,9
1787,せ,ゐ,0
1788,せ,ゑ,0
1789,せ,を,19
1790,せ,ん,913
1791,せ,ヴ,0
1792,せ,が,16
1793,せ,ぎ,6
1794,せ,ぐ,8
1795,せ,げ,1
1796,せ,ご,0
1797,せ,ざ,3
1798,せ,じ,3
1799,せ,ず,32
1800,せ,ぜ,0
1801,せ,ぞ,0
1802,せ,だ,6
1803,せ,ぢ,0
1804,せ,づ,0
1805,せ,で,10
1806,せ,ど,1
1807,せ,ば,10
1808,せ,び,2
1809,せ,ぶ,0
1810,せ,べ,0
1811,せ,ぼ,1
1812,せ,ぱ,1
1813,せ,ぴ,0
1814,せ,ぷ,2
1815,せ,ぺ,0
1816,せ,ぽ,0
1817,せ,ぁ,0
1818,せ,ぃ,0
1819,せ,ぅ,0
1820,せ,ぇ,0
1821,せ,ぉ,0
1822,せ,っ,77
1823,せ,ゃ,0
1824,せ,ゅ,0
1825,せ,ょ,0
1826,せ,ゎ,0
1827,せ,ヵ,0
1828,せ,ヶ,0
1829,せ,ー,11
1830,せ,～,0
1831,せ,…,0
1832,せ,・,0
1833,せ,、,19
1834,せ,。,6
1835,せ,，,0
1836,せ,．,0
1837,せ,；,0
1838,せ,：,0
1839,せ,！,4
1840,せ,？,0
1841,せ,「,0
1842,せ,」,2
1843,せ,（,0
1844,せ,）,1
1845,せ,［,0
1846,せ,］,0
1847,せ,｛,0
1848,せ,｝,0
1849,せ,‘,0
1850,せ,’,0
1851,せ,“,0
1852,せ,”,0
1853,せ,1,0
1854,せ,2,0
1855,せ,3,0
1856,せ,4,0
1857,せ,5,0
1858,せ,6,0
1859,せ,7,0
1860,せ,8,0
1861,せ,9,0
1862,せ,0,0
1863,せ,＝,0
1864,せ,＜,0
1865,せ,＞,0
1866,せ,＋,0
1867,せ,?,0
1868,せ,＊,0
1869,せ,×,0
1870,せ,／,0
1871,せ,÷,0
1872,せ,＃,0
1873,せ,＄,0
1874,せ,￥,0
1875,せ,％,0
1876,せ,＆,0
1877,そ,あ,3
1878,そ,い,31
1879,そ,う,816
1880,そ,え,5
1881,そ,お,4
1882,そ,か,12
1883,そ,き,0
1884,そ,く,136
1885,そ,け,1
1886,そ,こ,164
1887,そ,さ,2
1888,そ,し,206
1889,そ,す,5
1890,そ,せ,1
1891,そ,そ,11
1892,そ,た,2
1893,そ,ち,4
1894,そ,つ,10
1895,そ,て,1
1896,そ,と,42
1897,そ,な,19
1898,そ,に,5
1899,そ,ぬ,0
1900,そ,ね,1
1901,そ,の,712
1902,そ,は,10
1903,そ,ひ,1
1904,そ,ふ,66
1905,そ,へ,1
1906,そ,ほ,1
1907,そ,ま,10
1908,そ,み,5
1909,そ,む,1
1910,そ,め,7
1911,そ,も,26
1912,そ,や,4
1913,そ,ゆ,1
1914,そ,よ,2
1915,そ,ら,54
1916,そ,り,12
1917,そ,る,4
1918,そ,れ,541
1919,そ,ろ,41
1920,そ,わ,10
1921,そ,ゐ,0
1922,そ,ゑ,0
1923,そ,を,11
1924,そ,ん,244
1925,そ,ヴ,0
1926,そ,が,28
1927,そ,ぎ,6
1928,そ,ぐ,3
1929,そ,げ,1
1930,そ,ご,3
1931,そ,ざ,7
1932,そ,じ,7
1933,そ,ず,0
1934,そ,ぜ,0
1935,そ,ぞ,0
1936,そ,だ,40
1937,そ,ぢ,0
1938,そ,づ,0
1939,そ,で,2
1940,そ,ど,0
1941,そ,ば,19
1942,そ,び,33
1943,そ,ぶ,15
1944,そ,べ,2
1945,そ,ぼ,10
1946,そ,ぱ,0
1947,そ,ぴ,0
1948,そ,ぷ,1
1949,そ,ぺ,0
1950,そ,ぽ,3
1951,そ,ぁ,0
1952,そ,ぃ,0
1953,そ,ぅ,0
1954,そ,ぇ,0
1955,そ,ぉ,0
1956,そ,っ,40
1957,そ,ゃ,0
1958,そ,ゅ,0
1959,そ,ょ,0
1960,そ,ゎ,0
1961,そ,ヵ,0
1962,そ,ヶ,0
1963,そ,ー,27
1964,そ,～,2
1965,そ,…,0
1966,そ,・,0
1967,そ,、,18
1968,そ,。,2
1969,そ,，,0
1970,そ,．,0
1971,そ,；,0
1972,そ,：,0
1973,そ,！,0
1974,そ,？,0
1975,そ,「,1
1976,そ,」,1
1977,そ,（,2
1978,そ,）,0
1979,そ,［,0
1980,そ,］,0
1981,そ,｛,0
1982,そ,｝,0
1983,そ,‘,0
1984,そ,’,0
1985,そ,“,1
1986,そ,”,0
1987,そ,1,0
1988,そ,2,1
1989,そ,3,0
1990,そ,4,0
1991,そ,5,0
1992,そ,6,0
1993,そ,7,0
1994,そ,8,0
1995,そ,9,0
1996,そ,0,0
1997,そ,＝,0
1998,そ,＜,0
1999,そ,＞,0
2000,そ,＋,0
2001,そ,?,0
2002,そ,＊,0
2003,そ,×,0
2004,そ,／,0
2005,そ,÷,0
2006,そ,＃,0
2007,そ,＄,0
2008,そ,￥,0
2009,そ,％,0
2010,そ,＆,0
2011,た,あ,92
2012,た,い,1279
2013,た,う,41
2014,た,え,154
2015,た,お,100
2016,た,か,386
2017,た,き,61
2018,た,く,306
2019,た,け,131
2020,た,こ,256
2021,た,さ,53
2022,た,し,916
2023,た,す,77
2024,た,せ,36
2025,た,そ,45
2026,た,た,140
2027,た,ち,345
2028,た,つ,56
2029,た,て,107
2030,た,と,380
2031,た,な,104
2032,た,に,123
2033,た,ぬ,23
2034,た,ね,45
2035,た,の,660
2036,た,は,180
2037,た,ひ,83
2038,た,ふ,23
2039,た,へ,24
2040,た,ほ,45
2041,た,ま,278
2042,た,み,65
2043,た,む,20
2044,た,め,256
2045,た,も,120
2046,た,や,32
2047,た,ゆ,11
2048,た,よ,123
2049,た,ら,317
2050,た,り,476
2051,た,る,75
2052,た,れ,30
2053,た,ろ,14
2054,た,わ,54
2055,た,ゐ,0
2056,た,ゑ,0
2057,た,を,82
2058,た,ん,267
2059,た,ヴ,1
2060,た,が,354
2061,た,ぎ,5
2062,た,ぐ,13
2063,た,げ,16
2064,た,ご,16
2065,た,ざ,6
2066,た,じ,67
2067,た,ず,32
2068,た,ぜ,4
2069,た,ぞ,11
2070,た,だ,189
2071,た,ぢ,0
2072,た,づ,7
2073,た,で,74
2074,た,ど,31
2075,た,ば,63
2076,た,び,77
2077,た,ぶ,29
2078,た,べ,85
2079,た,ぼ,12
2080,た,ぱ,6
2081,た,ぴ,1
2082,た,ぷ,5
2083,た,ぺ,4
2084,た,ぽ,5
2085,た,ぁ,0
2086,た,ぃ,1
2087,た,ぅ,0
2088,た,ぇ,0
2089,た,ぉ,0
2090,た,っ,146
2091,た,ゃ,0
2092,た,ゅ,0
2093,た,ょ,0
2094,た,ゎ,0
2095,た,ヵ,0
2096,た,ヶ,0
2097,た,ー,117
2098,た,～,1
2099,た,…,8
2100,た,・,10
2101,た,、,147
2102,た,。,2258
2103,た,，,0
2104,た,．,1
2105,た,；,0
2106,た,：,0
2107,た,！,15
2108,た,？,5
2109,た,「,26
2110,た,」,51
2111,た,（,18
2112,た,）,15
2113,た,［,0
2114,た,］,0
2115,た,｛,0
2116,た,｝,0
2117,た,‘,0
2118,た,’,0
2119,た,“,1
2120,た,”,5
2121,た,1,5
2122,た,2,7
2123,た,3,1
2124,た,4,4
2125,た,5,0
2126,た,6,1
2127,た,7,1
2128,た,8,2
2129,た,9,0
2130,た,0,0
2131,た,＝,1
2132,た,＜,0
2133,た,＞,16
2134,た,＋,0
2135,た,?,0
2136,た,＊,0
2137,た,×,0
2138,た,／,0
2139,た,÷,0
2140,た,＃,0
2141,た,＄,0
2142,た,￥,0
2143,た,％,0
2144,た,＆,0
2145,ち,あ,47
2146,ち,い,135
2147,ち,う,16
2148,ち,え,16
2149,ち,お,29
2150,ち,か,182
2151,ち,き,50
2152,ち,く,38
2153,ち,け,15
2154,ち,こ,35
2155,ち,さ,40
2156,ち,し,36
2157,ち,す,21
2158,ち,せ,10
2159,ち,そ,9
2160,ち,た,35
2161,ち,ち,62
2162,ち,つ,95
2163,ち,て,42
2164,ち,と,67
2165,ち,な,49
2166,ち,に,202
2167,ち,ぬ,2
2168,ち,ね,29
2169,ち,の,233
2170,ち,は,120
2171,ち,ひ,16
2172,ち,ふ,14
2173,ち,へ,23
2174,ち,ほ,69
2175,ち,ま,53
2176,ち,み,13
2177,ち,む,2
2178,ち,め,10
2179,ち,も,54
2180,ち,や,16
2181,ち,ゆ,5
2182,ち,よ,24
2183,ち,ら,34
2184,ち,り,48
2185,ち,る,9
2186,ち,れ,7
2187,ち,ろ,61
2188,ち,わ,13
2189,ち,ゐ,0
2190,ち,ゑ,0
2191,ち,を,165
2192,ち,ん,72
2193,ち,ヴ,0
2194,ち,が,272
2195,ち,ぎ,8
2196,ち,ぐ,11
2197,ち,げ,2
2198,ち,ご,10
2199,ち,ざ,0
2200,ち,じ,36
2201,ち,ず,2
2202,ち,ぜ,4
2203,ち,ぞ,5
2204,ち,だ,38
2205,ち,ぢ,2
2206,ち,づ,2
2207,ち,で,91
2208,ち,ど,47
2209,ち,ば,89
2210,ち,び,13
2211,ち,ぶ,31
2212,ち,べ,0
2213,ち,ぼ,5
2214,ち,ぱ,8
2215,ち,ぴ,7
2216,ち,ぷ,0
2217,ち,ぺ,5
2218,ち,ぽ,2
2219,ち,ぁ,0
2220,ち,ぃ,0
2221,ち,ぅ,0
2222,ち,ぇ,36
2223,ち,ぉ,0
2224,ち,っ,27
2225,ち,ゃ,318
2226,ち,ゅ,379
2227,ち,ょ,550
2228,ち,ゎ,0
2229,ち,ヵ,0
2230,ち,ヶ,0
2231,ち,ー,37
2232,ち,～,0
2233,ち,…,0
2234,ち,・,12
2235,ち,、,61
2236,ち,。,10
2237,ち,，,0
2238,ち,．,0
2239,ち,；,0
2240,ち,：,0
2241,ち,！,1
2242,ち,？,1
2243,ち,「,2
2244,ち,」,19
2245,ち,（,2
2246,ち,）,6
2247,ち,［,0
2248,ち,］,0
2249,ち,｛,0
2250,ち,｝,0
2251,ち,‘,0
2252,ち,’,0
2253,ち,“,0
2254,ち,”,0
2255,ち,1,8
2256,ち,2,1
2257,ち,3,2
2258,ち,4,0
2259,ち,5,0
2260,ち,6,0
2261,ち,7,0
2262,ち,8,1
2263,ち,9,0
2264,ち,0,0
2265,ち,＝,0
2266,ち,＜,0
2267,ち,＞,0
2268,ち,＋,0
2269,ち,?,0
2270,ち,＊,0
2271,ち,×,0
2272,ち,／,0
2273,ち,÷,0
2274,ち,＃,0
2275,ち,＄,0
2276,ち,￥,0
2277,ち,％,0
2278,ち,＆,0
2279,つ,あ,19
2280,つ,い,272
2281,つ,う,151
2282,つ,え,23
2283,つ,お,16
2284,つ,か,277
2285,つ,き,263
2286,つ,く,189
2287,つ,け,213
2288,つ,こ,22
2289,つ,さ,59
2290,つ,し,146
2291,つ,す,31
2292,つ,せ,18
2293,つ,そ,9
2294,つ,た,42
2295,つ,ち,32
2296,つ,つ,47
2297,つ,て,43
2298,つ,と,75
2299,つ,な,111
2300,つ,に,212
2301,つ,ぬ,1
2302,つ,ね,66
2303,つ,の,240
2304,つ,は,103
2305,つ,ひ,14
2306,つ,ふ,6
2307,つ,へ,14
2308,つ,ほ,9
2309,つ,ま,107
2310,つ,み,37
2311,つ,む,20
2312,つ,め,91
2313,つ,も,138
2314,つ,や,44
2315,つ,ゆ,22
2316,つ,よ,147
2317,つ,ら,35
2318,つ,り,65
2319,つ,る,31
2320,つ,れ,58
2321,つ,ろ,10
2322,つ,わ,6
2323,つ,ゐ,0
2324,つ,ゑ,0
2325,つ,を,120
2326,つ,ん,13
2327,つ,ヴ,0
2328,つ,が,83
2329,つ,ぎ,107
2330,つ,ぐ,9
2331,つ,げ,42
2332,つ,ご,21
2333,つ,ざ,6
2334,つ,じ,48
2335,つ,ず,5
2336,つ,ぜ,14
2337,つ,ぞ,4
2338,つ,だ,51
2339,つ,ぢ,0
2340,つ,づ,97
2341,つ,で,102
2342,つ,ど,81
2343,つ,ば,47
2344,つ,び,3
2345,つ,ぶ,40
2346,つ,べ,6
2347,つ,ぼ,18
2348,つ,ぱ,0
2349,つ,ぴ,0
2350,つ,ぷ,1
2351,つ,ぺ,0
2352,つ,ぽ,0
2353,つ,ぁ,3
2354,つ,ぃ,0
2355,つ,ぅ,1
2356,つ,ぇ,0
2357,つ,ぉ,0
2358,つ,っ,27
2359,つ,ゃ,0
2360,つ,ゅ,0
2361,つ,ょ,0
2362,つ,ゎ,0
2363,つ,ヵ,0
2364,つ,ヶ,0
2365,つ,ー,12
2366,つ,～,0
2367,つ,…,3
2368,つ,・,9
2369,つ,、,58
2370,つ,。,32
2371,つ,，,0
2372,つ,．,0
2373,つ,；,1
2374,つ,：,1
2375,つ,！,0
2376,つ,？,0
2377,つ,「,2
2378,つ,」,27
2379,つ,（,5
2380,つ,）,8
2381,つ,［,0
2382,つ,］,0
2383,つ,｛,0
2384,つ,｝,0
2385,つ,‘,0
2386,つ,’,0
2387,つ,“,1
2388,つ,”,2
2389,つ,1,8
2390,つ,2,2
2391,つ,3,1
2392,つ,4,1
2393,つ,5,0
2394,つ,6,2
2395,つ,7,0
2396,つ,8,0
2397,つ,9,0
2398,つ,0,0
2399,つ,＝,0
2400,つ,＜,0
2401,つ,＞,0
2402,つ,＋,1
2403,つ,?,0
2404,つ,＊,0
2405,つ,×,0
2406,つ,／,1
2407,つ,÷,0
2408,つ,＃,0
2409,つ,＄,0
2410,つ,￥,0
2411,つ,％,0
2412,つ,＆,0
2413,て,あ,161
2414,て,い,2450
2415,て,う,21
2416,て,え,8
2417,て,お,209
2418,て,か,174
2419,て,き,671
2420,て,く,346
2421,て,け,18
2422,て,こ,110
2423,て,さ,44
2424,て,し,372
2425,て,す,42
2426,て,せ,36
2427,て,そ,48
2428,て,た,103
2429,て,ち,31
2430,て,つ,75
2431,て,て,69
2432,て,と,63
2433,て,な,113
2434,て,に,81
2435,て,ぬ,4
2436,て,ね,24
2437,て,の,129
2438,て,は,237
2439,て,ひ,42
2440,て,ふ,44
2441,て,へ,6
2442,て,ほ,53
2443,て,ま,122
2444,て,み,204
2445,て,む,30
2446,て,め,11
2447,て,も,445
2448,て,や,84
2449,て,ゆ,12
2450,て,よ,53
2451,て,ら,30
2452,て,り,28
2453,て,る,119
2454,て,れ,43
2455,て,ろ,9
2456,て,わ,37
2457,て,ゐ,3
2458,て,ゑ,0
2459,て,を,85
2460,て,ん,411
2461,て,ヴ,0
2462,て,が,61
2463,て,ぎ,7
2464,て,ぐ,6
2465,て,げ,11
2466,て,ご,24
2467,て,ざ,0
2468,て,じ,49
2469,て,ず,3
2470,て,ぜ,6
2471,て,ぞ,2
2472,て,だ,26
2473,て,ぢ,1
2474,て,づ,2
2475,て,で,43
2476,て,ど,25
2477,て,ば,22
2478,て,び,6
2479,て,ぶ,20
2480,て,べ,5
2481,て,ぼ,16
2482,て,ぱ,5
2483,て,ぴ,1
2484,て,ぷ,0
2485,て,ぺ,0
2486,て,ぽ,1
2487,て,ぁ,0
2488,て,ぃ,56
2489,て,ぅ,0
2490,て,ぇ,2
2491,て,ぉ,0
2492,て,っ,30
2493,て,ゃ,0
2494,て,ゅ,0
2495,て,ょ,0
2496,て,ゎ,0
2497,て,ヵ,0
2498,て,ヶ,0
2499,て,ー,27
2500,て,～,1
2501,て,…,10
2502,て,・,3
2503,て,、,1058
2504,て,。,27
2505,て,，,0
2506,て,．,0
2507,て,；,0
2508,て,：,0
2509,て,！,4
2510,て,？,5
2511,て,「,52
2512,て,」,14
2513,て,（,3
2514,て,）,1
2515,て,［,0
2516,て,］,0
2517,て,｛,0
2518,て,｝,0
2519,て,‘,0
2520,て,’,0
2521,て,“,0
2522,て,”,0
2523,て,1,9
2524,て,2,5
2525,て,3,6
2526,て,4,4
2527,て,5,7
2528,て,6,1
2529,て,7,0
2530,て,8,2
2531,て,9,0
2532,て,0,1
2533,て,＝,0
2534,て,＜,0
2535,て,＞,0
2536,て,＋,0
2537,て,?,0
2538,て,＊,1
2539,て,×,0
2540,て,／,1
2541,て,÷,0
2542,て,＃,0
2543,て,＄,0
2544,て,￥,0
2545,て,％,0
2546,て,＆,0
2547,と,あ,100
2548,と,い,1115
2549,と,う,823
2550,と,え,52
2551,と,お,680
2552,と,か,316
2553,と,き,482
2554,と,く,201
2555,と,け,52
2556,と,こ,505
2557,と,さ,107
2558,と,し,718
2559,と,す,115
2560,と,せ,47
2561,と,そ,62
2562,と,た,100
2563,と,ち,77
2564,と,つ,93
2565,と,て,110
2566,と,と,127
2567,と,な,301
2568,と,に,371
2569,と,ぬ,8
2570,と,ね,26
2571,と,の,416
2572,と,は,523
2573,と,ひ,53
2574,と,ふ,37
2575,と,へ,29
2576,と,ほ,20
2577,と,ま,106
2578,と,み,67
2579,と,む,19
2580,と,め,140
2581,と,も,482
2582,と,や,58
2583,と,ゆ,5
2584,と,よ,64
2585,と,ら,75
2586,と,り,315
2587,と,る,67
2588,と,れ,42
2589,と,ろ,27
2590,と,わ,73
2591,と,ゐ,0
2592,と,ゑ,0
2593,と,を,383
2594,と,ん,115
2595,と,ヴ,0
2596,と,が,450
2597,と,ぎ,19
2598,と,ぐ,2
2599,と,げ,54
2600,と,ご,23
2601,と,ざ,16
2602,と,じ,64
2603,と,ず,15
2604,と,ぜ,7
2605,と,ぞ,3
2606,と,だ,99
2607,と,ぢ,0
2608,と,づ,10
2609,と,で,271
2610,と,ど,77
2611,と,ば,105
2612,と,び,117
2613,と,ぶ,18
2614,と,べ,20
2615,と,ぼ,16
2616,と,ぱ,7
2617,と,ぴ,3
2618,と,ぷ,7
2619,と,ぺ,1
2620,と,ぽ,2
2621,と,ぁ,0
2622,と,ぃ,0
2623,と,ぅ,1
2624,と,ぇ,0
2625,と,ぉ,1
2626,と,っ,154
2627,と,ゃ,0
2628,と,ゅ,0
2629,と,ょ,0
2630,と,ゎ,0
2631,と,ヵ,0
2632,と,ヶ,0
2633,と,ー,24
2634,と,～,1
2635,と,…,7
2636,と,・,3
2637,と,、,604
2638,と,。,68
2639,と,，,0
2640,と,．,0
2641,と,；,0
2642,と,：,0
2643,と,！,2
2644,と,？,1
2645,と,「,21
2646,と,」,23
2647,と,（,17
2648,と,）,19
2649,と,［,0
2650,と,］,0
2651,と,｛,0
2652,と,｝,0
2653,と,‘,0
2654,と,’,0
2655,と,“,0
2656,と,”,0
2657,と,1,13
2658,と,2,9
2659,と,3,7
2660,と,4,0
2661,と,5,1
2662,と,6,2
2663,と,7,0
2664,と,8,2
2665,と,9,1
2666,と,0,0
2667,と,＝,1
2668,と,＜,0
2669,と,＞,0
2670,と,＋,1
2671,と,?,1
2672,と,＊,1
2673,と,×,0
2674,と,／,0
2675,と,÷,0
2676,と,＃,0
2677,と,＄,0
2678,と,￥,0
2679,と,％,0
2680,と,＆,1
2681,な,あ,107
2682,な,い,1664
2683,な,う,43
2684,な,え,20
2685,な,お,198
2686,な,か,855
2687,な,き,82
2688,な,く,397
2689,な,け,95
2690,な,こ,165
2691,な,さ,124
2692,な,し,319
2693,な,す,82
2694,な,せ,26
2695,な,そ,18
2696,な,た,150
2697,な,ち,25
2698,な,つ,58
2699,な,て,9
2700,な,と,91
2701,な,な,25
2702,な,に,367
2703,な,ぬ,0
2704,な,ね,3
2705,な,の,312
2706,な,は,92
2707,な,ひ,60
2708,な,ふ,24
2709,な,へ,10
2710,な,ほ,21
2711,な,ま,61
2712,な,み,140
2713,な,む,22
2714,な,め,31
2715,な,も,99
2716,な,や,54
2717,な,ゆ,8
2718,な,よ,23
2719,な,ら,300
2720,な,り,364
2721,な,る,265
2722,な,れ,68
2723,な,ろ,7
2724,な,わ,81
2725,な,ゐ,0
2726,な,ゑ,0
2727,な,を,54
2728,な,ん,400
2729,な,ヴ,0
2730,な,が,414
2731,な,ぎ,23
2732,な,ぐ,12
2733,な,げ,35
2734,な,ご,21
2735,な,ざ,2
2736,な,じ,153
2737,な,ず,8
2738,な,ぜ,56
2739,な,ぞ,6
2740,な,だ,17
2741,な,ぢ,1
2742,な,づ,4
2743,な,で,46
2744,な,ど,311
2745,な,ば,33
2746,な,び,19
2747,な,ぶ,18
2748,な,べ,10
2749,な,ぼ,2
2750,な,ぱ,1
2751,な,ぴ,1
2752,な,ぷ,2
2753,な,ぺ,0
2754,な,ぽ,0
2755,な,ぁ,46
2756,な,ぃ,0
2757,な,ぅ,0
2758,な,ぇ,0
2759,な,ぉ,0
2760,な,っ,530
2761,な,ゃ,0
2762,な,ゅ,0
2763,な,ょ,0
2764,な,ゎ,0
2765,な,ヵ,0
2766,な,ヶ,0
2767,な,ー,55
2768,な,～,1
2769,な,…,9
2770,な,・,2
2771,な,、,60
2772,な,。,63
2773,な,，,0
2774,な,．,0
2775,な,；,0
2776,な,：,0
2777,な,！,8
2778,な,？,10
2779,な,「,7
2780,な,」,31
2781,な,（,7
2782,な,）,2
2783,な,［,0
2784,な,］,0
2785,な,｛,0
2786,な,｝,0
2787,な,‘,0
2788,な,’,0
2789,な,“,1
2790,な,”,0
2791,な,1,0
2792,な,2,0
2793,な,3,1
2794,な,4,1
2795,な,5,1
2796,な,6,0
2797,な,7,0
2798,な,8,0
2799,な,9,0
